violDate,tag,location,city,state
2014-02-24 12:17:00,51315CE,U/B CENTRE ST,Baltimore,MD
2014-07-16 09:54:00,068367TT,1100 WASHINGTON BLVD,Baltimore,MD
2014-12-10 12:47:00,1AK9628,U/B POPPLETON ST,Baltimore,MD
2014-03-13 00:00:00,LPC311,2500 FOSTER AVE,Baltimore,MD
2014-02-19 16:23:00,7AM9613,4400 HILLEN RD,Baltimore,MD
2014-04-05 19:00:00,6AC9840,900 GORSUCH AVE,Baltimore,MD
2014-12-02 18:44:00,9AJ4904,U/B WEST ST,Baltimore,MD
2014-04-03 21:08:00,7CDF89,800 LEADENHALL ST,Baltimore,MD
2014-01-10 00:27:00,93X872,5000 FEDERAL ST,Baltimore,MD
2014-12-31 16:12:00,3BN5332,800 COLD SPRING LN,Baltimore,MD
2014-06-27 12:40:00,HLR3923,800 BALTIMORE ST,Baltimore,MD
2014-11-14 08:13:00,5AG0880,S STICKER ST,Baltimore,MD
2014-02-01 13:30:00,6BD9522,500 HANOVER ST,Baltimore,MD
2014-06-11 14:39:00,3BA8856,1500 ORLEANS ST,Baltimore,MD
2014-09-15 10:20:00,6FJW30,E/S U/B E MADISON,Baltimore,MD
2014-06-27 09:00:00,2AV2453,U/B PLEASANT ST,Baltimore,MD
2014-07-18 07:38:00,8BG2744,3600 WOODLAND AVE,Baltimore,MD
2014-09-29 10:52:00,17896CC,1300 CHARLES ST,Baltimore,MD
2014-08-31 10:42:00,16632CF,500 UMBRA ST,Baltimore,MD
2014-07-28 11:32:00,909843,1000 LIGHT ST,Baltimore,MD
2014-05-21 05:05:00,75T150,100 LUZERNE AVE,Baltimore,MD
2014-04-04 11:42:00,5BF6873,O/S U/B W FAYETTE ST,Baltimore,MD
2014-03-02 18:35:00,HZM8831,802 BATTERY AVE,Baltimore,MD
2014-10-09 20:21:00,9BP1577,400 ELLWOOD AVE,Baltimore,MD
2014-07-03 12:36:00,M830952,2500 HOWARD ST,Baltimore,MD
2014-06-05 12:49:00,3AT2101,1100 LIGHT ST,Baltimore,MD
2014-03-06 20:14:00,32330M5,400 CROSS ST,Baltimore,MD
2014-11-09 12:11:00,4ELS56,100 LEE ST,Baltimore,MD
2014-11-12 10:39:00,1BH5532,200 LEXINGTON ST,Baltimore,MD
2014-03-27 11:34:00,6AV7060,700 EXETER ST,Baltimore,MD
2014-12-23 13:01:00,6AE8249,2100 EDMONDSON AVE,Baltimore,MD
2014-12-22 10:26:00,39514CE,400 SCOTT ST,Baltimore,MD
2014-01-10 16:11:00,7AZ5401,1400 MONUMENT ST,Baltimore,MD
2014-03-11 16:09:00,8DHA27,4545 CHARLES ST,Baltimore,MD
2014-05-17 10:29:00,4AX5545,1000 WARDEN ST,Baltimore,MD
2014-07-25 17:05:00,2BH3923,1300 CHARLES ST,Baltimore,MD
2014-10-07 20:07:00,343M687,400 32ND ST,Baltimore,MD
2014-09-17 18:46:00,2BN1465,1200 LIGHT ST,Baltimore,MD
2014-09-18 09:04:00,8AT1329,100 SMALLWOOD ST,Baltimore,MD
2014-08-15 12:15:00,5BL2260,4100 BALFERN AVE,Baltimore,MD
2014-03-25 11:42:00,5AT2827,300 FEDERAL ST,Baltimore,MD
2014-08-06 11:21:00,5MD0552,2700 ST PAUL ST,Baltimore,MD
2014-08-04 17:09:00,78545X T,1000 36TH ST,Baltimore,MD
2014-03-21 13:38:00,5TRW793,800 BROADWAY,Baltimore,MD
2014-09-16 13:00:00,3BM6486,2100 MT HOLLY ST,Baltimore,MD
2014-03-14 07:33:00,654DD35,E/S 1800 EUTAW,Baltimore,MD
2014-10-21 15:21:00,9AJ6500,500 HANOVER ST,Baltimore,MD
2014-01-21 09:48:00,63S637,700 RESERVOIR ST,Baltimore,MD
2014-11-18 19:36:00,49714M4,O/S U/B E CROSS ST,Baltimore,MD
2014-02-21 11:21:00,DRE1,700 CATHEDRAL ST,Baltimore,MD
2014-08-25 09:20:00,19548CF,2900 BARCLAY ST,Baltimore,MD
2014-10-27 08:20:00,JNL3321,100 COLLINGTON AVE,Baltimore,MD
2014-04-16 16:20:00,7BA4206,1000 LIGHT ST,Baltimore,MD
2014-01-11 19:32:00,4BB0716,1900 BURNWOOD RD,Baltimore,MD
2014-05-05 16:53:00,5BK6627,300 CHARLES ST,Baltimore,MD
2014-12-22 15:24:00,9ASZ07,3400 CALVERT ST,Baltimore,MD
2014-05-29 08:18:00,4AR2432,U/B WASHINGTON ST,Baltimore,MD
2014-10-30 21:41:00,7GCV40,200 CHESTER ST,Baltimore,MD
2014-01-23 16:41:00,8AG9885,300 CALVERT ST,Baltimore,MD
2014-05-14 15:25:00,B271SB,400 FRANKLIN ST,Baltimore,MD
2014-08-19 11:57:00,Z46609,400 21ST ST,Baltimore,MD
2014-04-10 03:17:00,40836M8,2200 FAIRMOUNT AVE,Baltimore,MD
2014-05-14 17:03:00,96S139,100 CLAY ST,Baltimore,MD
2014-04-19 10:29:00,WXH3054,2200 MONUMENT ST,Baltimore,MD
2014-02-17 13:03:00,JCZ6868,2300 BOSTON ST,Baltimore,MD
2014-06-13 13:00:00,3AD1952,1500 THAMES ST,Baltimore,MD
2014-09-23 12:46:00,2BA3657,900 WOLFE ST,Baltimore,MD
2014-02-06 09:14:00,7AZ4055,300 STRICKER ST,Baltimore,MD
2014-07-01 15:46:00,5FGL51,500 CASTLE ST,Baltimore,MD
2014-10-17 10:23:00,2A08398,3400 HOLMES AVE,Baltimore,MD
2014-07-10 10:20:00,1072DK,500 40TH ST,Baltimore,MD
2014-02-27 09:44:00,3BG2818,900 36TH ST,Baltimore,MD
2014-05-07 05:14:00,3AM9030,3500 ELMLEY AVE,Baltimore,MD
2014-09-13 17:05:00,4BN5910,3200 GREENMOUNT AVE,Baltimore,MD
2014-01-15 09:25:00,2AE8625,1100 ST PAUL ST,Baltimore,MD
2014-11-28 10:57:00,8BG1466,UB S BROADWAY,Baltimore,MD
2014-01-27 15:16:00,6BD0380,200 LEXINGTON ST,Baltimore,MD
2014-05-19 18:36:00,7EJV40,400 WASHINGTON ST,Baltimore,MD
2014-01-17 11:12:00,5AX6945,900 CENTRAL AVE,Baltimore,MD
2014-01-07 11:48:00,2AF6218,2200 JEFFERSON ST,Baltimore,MD
2014-10-09 08:49:00,3BB8759,U/B POPPLETON ST,Baltimore,MD
2014-05-03 16:43:00,1BC0916,600 CENTRAL AVE,Baltimore,MD
2014-09-10 10:08:00,7BG7013,U/B PRESTON ST,Baltimore,MD
2014-12-24 12:39:00,47279CC,200 BALTIMORE ST,Baltimore,MD
2014-03-22 11:32:00,987M720,5500 BELAIR RD,Baltimore,MD
2014-06-18 06:20:00,5BD9157,4206 PARKSIDE DR,Baltimore,MD
2014-01-04 13:58:00,4BB4359,700 COLLINGTON AVE,Baltimore,MD
2014-02-27 08:29:00,2BF8614,100 CAREY ST,Baltimore,MD
2014-05-09 15:29:00,1AR2977,700 LOMBARD,Baltimore,MD
2014-11-15 18:14:00,6EZV59,5400 YORK RD,Baltimore,MD
2014-09-26 09:33:00,6AY8782,3500 ELM AVE,Baltimore,MD
2014-04-01 13:54:00,1BM0063,1600 HOLLINS ST,Baltimore,MD
2014-10-23 13:31:00,7EDD39,400 LOT JFA,Baltimore,MD
2014-02-14 11:04:00,1BA6204,3600 ELM AVE,Baltimore,MD
2014-05-25 22:09:00,WYG3780,700 CENTRAL AVE,Baltimore,MD
2014-02-06 10:41:00,9EVK95,E/S 1400 WELDON PL,Baltimore,MD
2014-07-09 13:29:00,9AK8811,800 CHARLES ST,Baltimore,MD
2014-03-18 12:49:00,63T449,U/B SOUTH ST,Baltimore,MD
2014-12-06 14:29:00,AJZ5483,400 REDWOOD ST,Baltimore,MD
2014-12-19 09:15:00,2BR7023,100 KOSSUTH ST,Baltimore,MD
2014-05-28 08:30:00,8AV1573,4800 WILERN AVE,Baltimore,MD
2014-05-19 13:40:00,2BB7858,800 BALTIMORE ST,Baltimore,MD
2014-02-19 12:27:00,6BG6699,1200 CHARLES ST,Baltimore,MD
2014-07-01 15:04:00,9EXA83,200 LEXINGTON ST,Baltimore,MD
2014-03-21 10:45:00,1AP3901,3600 ROLAND AVE,Baltimore,MD
2014-02-07 12:17:00,HIIM L0,2500 CECIL AVE,Baltimore,MD
2014-04-30 07:42:00,02156CC,5400 REISTERSTOWN RD,Baltimore,MD
2014-06-24 09:50:00,3CVL83,700 PARK AVE,Baltimore,MD
2014-01-28 03:13:00,3AS6998,400 COLLINGTON AVE,Baltimore,MD
2014-06-10 12:03:00,9BK5474,300 22ND ST,Baltimore,MD
2014-09-11 23:13:00,54887B,U/B HOLLIDAY ST,Baltimore,MD
2014-05-05 07:36:00,081956T,U/B CALVERT ST,Baltimore,MD
2014-10-19 17:15:00,2AG5431,900 LIGHT ST,Baltimore,MD
2014-02-12 14:14:00,1AX4682,U/B SOUTH ST,Baltimore,MD
2014-08-28 08:17:00,N47544 T,900 WOLFE ST,Baltimore,MD
2014-10-12 15:23:00,6BP1332,5900 SMITH AVE,Baltimore,MD
2014-08-30 10:41:00,00164M4,1200 RACE ST,Baltimore,MD
2014-03-16 13:25:00,63854Z,1700 THAMES ST,Baltimore,MD
2014-04-02 12:17:00,4AX3834,3100 ST PAUL ST,Baltimore,MD
2014-10-29 12:19:00,5BM1411,200 NORTH AVE,Baltimore,MD
2014-08-11 13:15:00,742M160,3400 BANK ST,Baltimore,MD
2014-04-04 01:22:00,5FHE23,1400 BATTERY AVE,Baltimore,MD
2014-03-10 08:15:00,2AE5239,U/B 31ST ST,Baltimore,MD
2014-04-11 15:30:00,214M136,1600 MONUMENT ST,Baltimore,MD
2014-11-09 12:47:00,2AY4898,200 KEY HWY,Baltimore,MD
2014-03-31 18:31:00,WST6735,800 BARRE ST,Baltimore,MD
2014-05-31 00:51:00,7AR5541,4400 BELAIR RD,Baltimore,MD
2014-09-25 16:25:00,9AA8021,5800 YORK RD,Baltimore,MD
2014-01-21 11:48:00,78312CD,5100 CORDOVA AVE,Baltimore,MD
2014-11-18 18:52:00,912BHP,3300 ST PAUL ST,Baltimore,MD
2014-06-23 15:44:00,MTP473,3300 ABELL AVE,Baltimore,MD
2014-02-03 16:19:00,2FPN24,3200 GREENMOUNT AVE,Baltimore,MD
2014-07-10 16:13:00,6AR2228,300 ST PAUL PL,Baltimore,MD
2014-01-25 23:13:00,X52DRC,1200 COVINGTON ST,Baltimore,MD
2014-07-02 14:14:00,6BG6274,U/B BALTIMORE ST,Baltimore,MD
2014-02-20 08:25:00,1FWF25,1200 MARYLAND AVE,Baltimore,MD
2014-12-11 07:25:00,5ESJ67,200 AUGUSTA AVE,Baltimore,MD
2014-10-02 12:42:00,2BP8913,100 LIBERTY ST,Baltimore,MD
2014-04-29 11:35:00,2BF8872,300 LANVALE ST,Baltimore,MD
2014-06-12 09:31:00,1FXS26,3200 LOMBARD ST,Baltimore,MD
2014-11-03 13:10:00,DV07242,1401 RIVERSIDE AVE,Baltimore,MD
2014-05-17 00:45:00,20324HT,400 FRANKLIN ST,Baltimore,MD
2014-06-28 02:51:00,5AV9370,5900 BANK ST,Baltimore,MD
2014-05-01 13:13:00,5EPE30,1700 THAMES ST,Baltimore,MD
2014-08-14 17:26:00,4BN5681,3200 ST PAUL ST,Baltimore,MD
2014-12-19 11:01:00,5FXF79,300 23RD ST,Baltimore,MD
2014-02-19 16:34:00,14K483,400 BALTIMORE ST,Baltimore,MD
2014-03-09 12:50:00,1EVW62,E/S UNIT S FRONT ST,Baltimore,MD
2014-10-07 16:09:00,7AD7978,1700 MONUMENT ST,Baltimore,MD
2014-11-03 19:14:00,332123,1700 THAMES ST,Baltimore,MD
2014-06-17 16:20:00,3BB9072,400 PARK AVE,Baltimore,MD
2014-02-11 15:01:00,JHK7238,200 LEXINGTON ST,Baltimore,MD
2014-08-28 08:36:00,8EDD80,1600 DARLEY AVE,Baltimore,MD
2014-02-18 12:56:00,9AM3326,100 PARK AVE,Baltimore,MD
2014-10-08 13:11:00,7AS4350,200 PRESTON ST,Baltimore,MD
2014-03-08 13:50:00,8AD3459,1700 FLEET ST,Baltimore,MD
2014-01-21 14:12:00,LFR251,U/B CROSS ST,Baltimore,MD
2014-03-22 01:40:00,3AS2894,400 LOT JFA,Baltimore,MD
2014-10-01 15:20:00,5MD0912,5100 ROLAND AVE,Baltimore,MD
2014-08-16 09:10:00,6AN6166,1900 EASTERN AVE,Baltimore,MD
2014-06-05 04:52:00,3AJ5010,1400 WILLIAM ST,Baltimore,MD
2014-10-06 12:59:00,M711644,700 BROADWAY,Baltimore,MD
2014-03-31 17:57:00,A243341,1000 CHARLES ST,Baltimore,MD
2014-05-09 06:29:00,4BL8009,400 GUSRYAN ST,Baltimore,MD
2014-10-17 22:29:00,4BP1073,400 EDEN ST,Baltimore,MD
2014-07-25 14:50:00,4AW0166,500 LOT LAURENS AND PENNSYLVAN,Baltimore,MD
2014-04-28 09:30:00,3AH9540,5100 ROLAND AVE,Baltimore,MD
2014-02-21 11:46:00,7CDJ51,1200 PARK AVE,Baltimore,MD
2014-04-22 10:03:00,6DZF55,1900 CALVERT ST,Baltimore,MD
2014-02-03 10:57:00,1AV7889,3000 GUILFORD AVE,Baltimore,MD
2014-10-01 18:23:00,7AW9953,100 READ ST,Baltimore,MD
2014-03-17 11:29:00,79930CD,2900 O'DONNELL ST,Baltimore,MD
2014-07-08 11:09:00,1AF4381,1200 PRATT ST,Baltimore,MD
2014-05-15 14:30:00,8BA9277,600 CAROLINE ST,Baltimore,MD
2014-01-07 11:33:00,4AM7956,2000 JEFFERSON ST,Baltimore,MD
2014-10-14 09:10:00,5FCY38,700 EAST AVE,Baltimore,MD
2014-05-16 10:40:00,2EWD56,100 GITTINGS ST,Baltimore,MD
2014-01-16 20:38:00,1BE3758,1400 MARYLAND AVE,Baltimore,MD
2014-06-24 04:20:00,1BD5557,200 PENN ST,Baltimore,MD
2014-06-17 20:52:00,CBZ1614,O/S 700 BATTERY AVENUE,Baltimore,MD
2014-02-26 08:07:00,WUF1717,300 PATTERSON PARK AVE,Baltimore,MD
2014-01-22 10:14:00,T829105T,1500 STRICKER ST,Baltimore,MD
2014-02-12 04:26:00,JSD849,500 KENWOOD AVE,Baltimore,MD
2014-11-28 13:12:00,1EBA27,1700 E FAIRMOUNT AV,Baltimore,MD
2014-12-26 19:10:00,KRN408,U/B LANVALE ST,Baltimore,MD
2014-03-28 08:24:00,5BK4114,800 PRESTON ST,Baltimore,MD
2014-04-02 15:04:00,8BE9319,2 PACA ST,Baltimore,MD
2014-07-23 08:01:00,4AJ0785,600 WYETH ST,Baltimore,MD
2014-08-12 12:15:00,9BP1533,1800 PENNSYLVANIA AVE,Baltimore,MD
2014-06-20 23:18:00,2BH0657,700 CENTRAL AVE,Baltimore,MD
2014-10-18 21:45:00,169377T,5000 PEMBRIDGE AVE,Baltimore,MD
2014-12-10 16:21:00,1AV8602,200 MT ROYAL AVE,Baltimore,MD
2014-02-21 09:10:00,2EGY65,300 PRATT ST,Baltimore,MD
2014-10-02 07:49:00,Z15923,2400 BARCLAY ST,Baltimore,MD
2014-08-29 09:34:00,3BN2587,100 DENISON ST,Baltimore,MD
2014-10-24 09:19:00,FOP6775,400 REDWOOD ST,Baltimore,MD
2014-07-15 16:59:00,HWH3893,100 WOLFE ST,Baltimore,MD
2014-12-31 15:50:00,7BN3264,U/B 31ST ST,Baltimore,MD
2014-09-26 10:11:00,6AV8500,U/B 22ND ST,Baltimore,MD
2014-04-13 20:04:00,K0929B,100 BLOOMSBERRY ST,Baltimore,MD
2014-06-23 18:50:00,CRNP025,600 EXETER ST,Baltimore,MD
2014-01-25 04:25:00,18043CD,500 LAKEWOOD AVE,Baltimore,MD
2014-09-03 13:19:00,FL0224,400 WASHINGTON ST,Baltimore,MD
2014-08-26 18:00:00,4BN5910,3208 GREENMOUNT AVE,Baltimore,MD
2014-08-23 14:38:00,4AP0222,500 BROADWAY,Baltimore,MD
2014-12-02 15:02:00,244805TT,200 LEXINGTON ST,Baltimore,MD
2014-06-02 08:44:00,WWB9938,700 LENNOX ST,Baltimore,MD
2014-12-11 12:50:00,182ZUR,5500 BELAIR RD,Baltimore,MD
2014-10-16 13:04:00,13951CF,3700 BANK ST,Baltimore,MD
2014-08-07 12:26:00,8AS3896,1000 CHARLES ST,Baltimore,MD
2014-12-31 09:43:00,604ZBC,3200 BALTIMORE ST,Baltimore,MD
2014-06-03 18:53:00,7AS7715,6100 PRATT ST,Baltimore,MD
2014-10-28 11:09:00,3BF7175,2400 NORTH AVE,Baltimore,MD
2014-04-22 03:27:00,6BF8343,U/B NORRIS ST,Baltimore,MD
2014-02-02 10:47:00,2BH3643,900 POTOMAC ST,Baltimore,MD
2014-02-14 10:46:00,3BA7921,800 LINDEN AVE,Baltimore,MD
2014-12-22 16:27:00,305864TT,400 SARATOGA ST,Baltimore,MD
2014-08-02 14:55:00,8BH9315,100 SOUTH ST,Baltimore,MD
2014-04-14 19:35:00,1BG5232,U/B PACA ST,Baltimore,MD
2014-10-14 17:54:00,7AV4380,U/B COMMERCE ST,Baltimore,MD
2014-11-17 09:43:00,4BL6455,153 COLLINS AVE,Baltimore,MD
2014-01-18 16:13:00,7BG0384,200 BROADWAY,Baltimore,MD
2014-12-30 20:56:00,KJA288,2100 ESSEX ST,Baltimore,MD
2014-04-01 11:07:00,33895CE,200 HOLLIDAY ST,Baltimore,MD
2014-05-14 18:03:00,3FSN76,1100 NANTICOKE ST,Baltimore,MD
2014-01-31 17:54:00,66521CD,3100 ST PAUL ST,Baltimore,MD
2014-12-19 11:40:00,4ZPG339,2800 FLEET ST,Baltimore,MD
2014-07-19 04:49:00,5BN3769,300 HIGHLAND AVE,Baltimore,MD
2014-06-24 10:10:00,5BM2501,700 DR BENJAMIN QUARLES PL,Baltimore,MD
2014-01-28 16:18:00,8BXS20,400 SARATOGA ST,Baltimore,MD
2014-06-30 12:35:00,9FLT23,1400 WOODALL ST,Baltimore,MD
2014-02-04 13:12:00,8EVV09,U/B 30TH ST,Baltimore,MD
2014-02-25 11:52:00,20282M9,1500 HOLLINS ST,Baltimore,MD
2014-08-02 19:27:00,HTJ9325,300 WARREN AVE,Baltimore,MD
2014-03-28 12:12:00,4ELV49,800 LINDEN AVE,Baltimore,MD
2014-06-21 20:17:00,KAK615,1700 CHARLES ST,Baltimore,MD
2014-05-06 14:07:00,7BD5092,1200 MARYLAND AVE,Baltimore,MD
2014-09-12 14:00:00,6AZ1679,701 EXETER ST,Baltimore,MD
2014-03-30 11:54:00,S28DUU,2300 ESSEX ST,Baltimore,MD
2014-03-10 08:45:00,1AX3891,5200 CUTHBERT AVE,Baltimore,MD
2014-10-08 11:07:00,3AV0276,2800 ST PAUL ST,Baltimore,MD
2014-07-10 13:54:00,7AE1533,U/B SOUTH ST,Baltimore,MD
2014-07-01 18:33:00,WVP9220,U/B CROSS ST,Baltimore,MD
2014-12-03 19:14:00,4BR5666,1100 HANOVER ST,Baltimore,MD
2014-12-04 00:13:00,214939TT,700 E 22ND ST,Baltimore,MD
2014-03-11 12:11:00,59R580,U/B BIDDLE ST,Baltimore,MD
2014-06-01 17:26:00,1631CE,E/S 1200 EUTAW PL,Baltimore,MD
2014-07-27 19:45:00,2BG9224,800 BROADWAY,Baltimore,MD
2014-10-06 09:57:00,4AV9062,U/B PACA ST,Baltimore,MD
2014-07-15 11:25:00,MUSCLES,U/B SOUTH ST,Baltimore,MD
2014-08-14 08:52:00,4BB1908,1 STRICKER ST,Baltimore,MD
2014-02-15 19:25:00,668M908,400 REDWOOD ST,Baltimore,MD
2014-06-19 11:46:00,E414CV,300 FEDERAL ST,Baltimore,MD
2014-06-12 12:30:00,2BK6820,600 MAUDE AVE,Baltimore,MD
2014-12-09 14:06:00,7FNC36,U/B SOUTH ST,Baltimore,MD
2014-12-24 14:43:00,LFR588,U/B CROSS ST,Baltimore,MD
2014-08-21 16:27:00,1BM2042,1200 CHARLES ST,Baltimore,MD
2014-04-08 08:24:00,3BH9078,500 PRESSTMAN ST,Baltimore,MD
2014-09-10 12:44:00,4AS2852,400 SARATOGA ST,Baltimore,MD
2014-07-16 19:58:00,ZL2347,1300 CHARLES ST,Baltimore,MD
2014-10-15 18:21:00,KLP9815,U/B CROSS ST,Baltimore,MD
2014-05-09 13:45:00,4AT2361,1000 CHARLES ST,Baltimore,MD
2014-06-24 12:47:00,1EWB61,1200 CHARLES ST,Baltimore,MD
2014-09-02 19:33:00,46660M4,1000 FLEET ST,Baltimore,MD
2014-06-21 11:52:00,4ETF92,500 EDEN ST,Baltimore,MD
2014-04-13 21:36:00,1BE5436,400 LOT JFA,Baltimore,MD
2014-08-05 08:19:00,CCC2469,2400 ST PAUL ST,Baltimore,MD
2014-07-03 04:45:00,MNT606,600 MONTFORD AVE,Baltimore,MD
2014-03-22 05:22:00,6AK6442,900 ST PAUL ST,Baltimore,MD
2014-11-20 11:12:00,4BH6399,1600 STONEWOOD RD,Baltimore,MD
2014-11-20 11:02:00,8BD4060,600 LINWOOD AVE,Baltimore,MD
2014-06-09 15:57:00,35128BY,900 EASTERN AVE,Baltimore,MD
2014-03-24 08:52:00,79471CE,1900 LANVALE ST,Baltimore,MD
2014-08-11 14:40:00,7BF8334,800 WASHINGTON BLVD,Baltimore,MD
2014-12-24 09:37:00,1BR0249,100 MT OLIVET LN,Baltimore,MD
2014-09-16 18:34:00,8EDK99,400 SCOTT ST,Baltimore,MD
2014-02-10 16:55:00,251M092,700 DEEPDENE RD,Baltimore,MD
2014-01-13 08:03:00,4FZP62,2200 BALTIMORE ST,Baltimore,MD
2014-10-07 08:17:00,8AX4152,800 CURTAIN AVE,Baltimore,MD
2014-09-14 13:25:00,2BF9908,900 ALICEANNA ST,Baltimore,MD
2014-10-26 00:38:00,9AY4491,U/B SOUTH ST,Baltimore,MD
2014-03-06 14:31:00,6AB4602,201 KEY HWY,Baltimore,MD
2014-07-12 11:08:00,A231427,3600 EASTERN AVE,Baltimore,MD
2014-06-05 18:19:00,KSD670,U/B CROSS ST,Baltimore,MD
2014-09-04 08:30:00,2BG2004,1100 MILTON AVE,Baltimore,MD
2014-12-24 12:59:00,8AC2674,500 WOLFE ST,Baltimore,MD
2014-07-25 08:36:00,4FMC53,U/B SOUTH ST,Baltimore,MD
2014-05-30 13:48:00,3BC6900,U/B EUTAW ST,Baltimore,MD
2014-08-26 11:57:00,2BP1022,2300 WINDSOR AVE,Baltimore,MD
2014-03-22 17:25:00,2FNL75,900 36TH ST,Baltimore,MD
2014-08-15 15:27:00,803M877,3400 EASTERN AVE,Baltimore,MD
2014-02-28 10:45:00,THEDUDE,1300 LOVEGROVE ST,Baltimore,MD
2014-12-31 13:24:00,9BR1111,200 UNIVERSITY PKWY,Baltimore,MD
2014-10-27 15:03:00,380ZRZ,300 CALVERT ST,Baltimore,MD
2014-02-11 09:31:00,9AR1672,3600 ROLAND AVE,Baltimore,MD
2014-08-21 17:44:00,9AW5069,900 36TH ST,Baltimore,MD
2014-10-20 09:38:00,1AP9288,1900 EUTAW PL,Baltimore,MD
2014-08-21 19:43:00,2AV4974,1600 THAMES ST,Baltimore,MD
2014-11-06 12:54:00,6AH9540,400 S HIGHLAND AVE,Baltimore,MD
2014-07-10 21:27:00,8BK2383,700 BOND ST,Baltimore,MD
2014-02-05 10:54:00,GFM9939,500 EXETER ST,Baltimore,MD
2014-06-15 12:14:00,WWD8889,1800 CALVERT ST,Baltimore,MD
2014-01-14 12:15:00,7BA2838,2400 JEFFERSON ST,Baltimore,MD
2014-06-23 14:00:00,9BL2304,200 N EUTAW,Baltimore,MD
2014-06-21 10:52:00,954ZJC,1700 THAMES ST,Baltimore,MD
2014-03-28 04:36:00,T983543T,800 LAKEWOOD AVE,Baltimore,MD
2014-03-25 08:41:00,040327TT,700 NEWINGTON AVE,Baltimore,MD
2014-12-15 08:33:00,9AA1000,500 LAKEWOOD AVE,Baltimore,MD
2014-02-11 16:25:00,6AJ8746,5200 PERRING PKWY,Baltimore,MD
2014-02-04 10:05:00,T926624T,1100 WARD ST,Baltimore,MD
2014-10-28 16:23:00,VGV81A,1328 LOMBARD ST,Baltimore,MD
2014-01-18 02:12:00,7FMS20,100 REGESTER ST,Baltimore,MD
2014-11-11 11:32:00,EFG362,U/B PACA ST,Baltimore,MD
2014-10-11 09:28:00,1AZ1698,200 BROADWAY,Baltimore,MD
2014-05-07 07:43:00,1BA3846,1600 LOMBARD ST,Baltimore,MD
2014-09-09 16:11:00,1BL0448,3100 GREENMOUNT AVE,Baltimore,MD
2014-06-12 16:50:00,N129904,100 UNIVERSITY PKWY,Baltimore,MD
2014-01-17 17:27:00,EPV4745,300 CENTRAL AVE,Baltimore,MD
2014-05-22 16:05:00,XVW2744,1700 MONUMENT ST,Baltimore,MD
2014-02-05 16:16:00,4AG0385,U/B 24TH ST,Baltimore,MD
2014-08-25 13:01:00,MMC955,1700 EAGER ST,Baltimore,MD
2014-02-14 21:35:00,4FTK60,U/B EUTAW ST,Baltimore,MD
2014-06-23 08:06:00,6BF8677,1700 BENTALOU ST,Baltimore,MD
2014-04-04 09:37:00,GSH9670,U/B FAYETTE ST,Baltimore,MD
2014-12-22 11:41:00,6264DA,400 BALTIMORE ST,Baltimore,MD
2014-12-12 14:23:00,7CMH02,300 CHARLES ST,Baltimore,MD
2014-05-09 01:22:00,M414241,800 HARVEY ST,Baltimore,MD
2014-03-10 17:09:00,56948CD,400 BALTIMORE ST,Baltimore,MD
2014-05-13 19:52:00,56328M6,600 DOVER ST,Baltimore,MD
2014-08-17 12:27:00,356YN4,501 CHARLES ST,Baltimore,MD
2014-06-24 19:01:00,7AA9494,1000 ALICEANNA ST,Baltimore,MD
2014-07-05 09:39:00,2ETZ72,400 BALTIMORE ST,Baltimore,MD
2014-08-15 12:29:00,1AY3960,1500 GUILFORD AVE,Baltimore,MD
2014-01-02 14:58:00,299BJZ,1600 FAIRMOUNT AVE,Baltimore,MD
2014-03-15 08:50:00,9DRE29,O/S 3813 COTTAGE,Baltimore,MD
2014-01-17 10:57:00,T949469T,100 FRANKLIN ST,Baltimore,MD
2014-10-18 16:11:00,680M670,4000 HILLEN RD,Baltimore,MD
2014-06-08 00:21:00,2EJN15,U/B CUSTOM HOUSE AVE,Baltimore,MD
2014-01-24 00:20:00,7AW6305,3000 FAIT AVE,Baltimore,MD
2014-02-17 15:30:00,56066CE,900 N HUNTER ST,Baltimore,MD
2014-09-12 10:00:00,4BD3864,O/S 200 BLK DAVIS,Baltimore,MD
2014-12-30 20:05:00,7BP0497,U/B HOLLIDAY ST,Baltimore,MD
2014-10-29 16:51:00,45209M2,5900 FRANKFORD AVE,Baltimore,MD
2014-07-24 19:32:00,3BD7566,700 CENTRAL AVE,Baltimore,MD
2014-04-29 01:35:00,9BB8660,1100 WILLIAM ST,Baltimore,MD
2014-03-07 16:07:00,5MD3314,1500 MONUMENT ST,Baltimore,MD
2014-09-10 14:50:00,2BM5052,E/S 100 E BALTIMORE ST,Baltimore,MD
2014-12-14 14:37:00,5BF9031,300 PRATT ST,Baltimore,MD
2014-03-17 13:12:00,T647849T,1717 NORTHBOURNE RD,Baltimore,MD
2014-12-05 10:51:00,4S4091,3200 BELAIR RD,Baltimore,MD
2014-04-16 00:37:00,TAKIAH,4500 MARX AVE,Baltimore,MD
2014-09-20 15:13:00,44772CF,700 CENTRAL AVE,Baltimore,MD
2014-09-03 02:48:00,8EYP29,1500 W MULBERRY ST,Baltimore,MD
2014-11-19 11:14:00,2BN7123,E/S 4300 PLAINFIELD AVE,Baltimore,MD
2014-09-06 12:16:00,5AG3921,1800 EASTERN AVE,Baltimore,MD
2014-02-20 16:02:00,6BC7358,U/B 33RD ST,Baltimore,MD
2014-08-01 11:23:00,QX267,200 MT ROYAL AVE,Baltimore,MD
